,author,co-author,doi,co-author_list,title
480,"Stern, Chantal E.","['Chrastil, Elizabeth R.', 'Sherrill, Katherine R.', 'Chrastil, Elizabeth R.', 'Chrastil, Elizabeth R.', 'Sherrill, Katherine R.', 'Brown, Thackery I.', 'Brown, Thackery I.', 'Sherrill, Katherine R.', 'Brown, Thackery I.']","['10.1037/bne0000278', '10.1016/j.neuroscience.2018.04.006', '10.1523/ENEURO.0346-16.2017', '10.1523/JNEUROSCI.1209-15.2015', '10.1016/j.neuroimage.2015.06.009', '10.1093/cercor/bht041', '10.1002/hipo.22273', '10.1523/JNEUROSCI.1825-13.2013', '10.1016/j.neuroimage.2012.01.046']","{'Chrastil, Elizabeth R.', 'Brown, Thackery I.', 'Sherrill, Katherine R.'}","['Converging Meta-Analytic and Connectomic Evidence for Functional Subregions Within the Human Retrosplenial Region', 'Structural Differences in Hippocampal and Entorhinal Gray Matter Volume Support Individual Differences in First Person Navigational Ability', 'Individual Differences in Human Path Integration Abilities Correlate with Gray Matter Volume in Retrosplenial Cortex, Hippocampus, and Medial Prefrontal Cortex', 'There and Back Again: Hippocampus and Retrosplenial Cortex Track Homing Distance during Human Path Integration', 'Functional connections between optic flow areas and navigationally responsive brain regions during goal-directed navigation', 'Contributions of Medial Temporal Lobe and Striatal Memory Systems to Learning and Retrieving Overlapping Spatial Memories', 'A High-resolution study of hippocampal and medial temporal lobe correlates of spatial context and prospective overlapping route memory', 'Hippocampus and Retrosplenial Cortex Combine Path Integration Signals for Successful Navigation', 'Cooperative interactions between hippocampal and striatal systems support flexible navigation']"
481,"Hu, Dewen","['Peng, Limin']",['10.1002/brb3.1022'],"{'Peng, Limin'}",['Functional connectivity changes in the entorhinal cortex of taxi drivers']
482,"Kohler, Stefan","['Blumenthal, Anna', 'Duke, Devin']","['10.1002/hbm.24212', '10.1016/j.cortex.2017.01.015']","{'Blumenthal, Anna', 'Duke, Devin'}","['Animacy and real-world size shape object representations in the human medial temporal lobes', 'Perirhinal cortex tracks degree of recent as well as cumulative lifetime experience with object concepts']"
483,"De Brigard, Felipe","['Parikh, Natasha']",['10.1016/j.neuroimage.2018.05.053'],"{'Parikh, Natasha'}",['What if? Neural activity underlying semantic and episodic counterfactual thinking']
484,"Campolongo, Patrizia","['Santangelo, Valerio']",['10.1073/pnas.1802730115'],"{'Santangelo, Valerio'}",['Enhanced brain activity associated with memory access in highly superior autobiographical memory']
485,"Moscovitch, Morris","['Brunec, Iva K.', 'Robin, Jessica', 'Rosenbaum, R. Shayna']","['10.1016/j.cub.2018.05.016', '10.1523/JNEUROSCI.1638-17.2018', '10.1002/hipo.20354']","{'Robin, Jessica', 'Brunec, Iva K.', 'Rosenbaum, R. Shayna'}","['Multiple Scales of Representation along the Hippocampal Anteroposterior Axis in Humans', 'The Primacy of Spatial Context in the Neural Representation of Events', 'Memory for familiar environments learned in the remote past: fMRI studies of healthy people and an amnesic person with extensive bilateral hippocampal lesions']"
486,"Wunderlich, Klaus","['Anggraini, Dian']",['10.1038/s41598-018-28241-z'],"{'Anggraini, Dian'}",['Neural signatures of reinforcement learning correlate with strategy adoption during spatial navigation']
487,"Formisano, Elia","['Shiell, Martha M.', 'Sack, Alexander T.']","['10.1523/JNEUROSCI.3323-17.2018', '10.1523/JNEUROSCI.2656-08.2008']","{'Sack, Alexander T.', 'Shiell, Martha M.'}","['Activity in Human Auditory Cortex Represents Spatial Separation Between Concurrent Sounds', 'Dynamic premotor-to-parietal interactions during spatial imagery']"
488,"Salami, Alireza","['Kaboodvand, Neda']",['10.1002/hbm.23983'],"{'Kaboodvand, Neda'}",['The retrosplenial cortex: A memory gateway between the cortical default mode network and the medial temporal lobe']
489,"Gabrieli, John D. E.","['Geddes, Maiya R.', 'Preston, Alison R.', 'Ofen, Noa']","['10.1016/j.neuroimage.2017.12.053', '10.1093/cercor/bhm245', '10.1038/nn1950']","{'Geddes, Maiya R.', 'Preston, Alison R.', 'Ofen, Noa'}","['Human aging reduces the neurobehavioral influence of motivation on episodic memory', 'Dissociation between explicit memory and configural memory in the human medial temporal lobe', 'Development of the declarative memory system in the human brain']"
490,"Galati, Gaspare","['Sulpizio, Valentina', 'Boccia, Maddalena', 'Boccia, Maddalena', 'Sulpizio, Valentina', 'Tosoni, Annalisa', 'Sulpizio, Valentina']","['10.3389/fnhum.2018.00167', '10.1007/s00429-016-1318-6', '10.1016/j.neuroimage.2016.08.034', '10.1002/hipo.22592', '10.1007/s00429-014-0858-x', '10.3389/fnhum.2014.00716']","{'Sulpizio, Valentina', 'Boccia, Maddalena', 'Tosoni, Annalisa'}","[""Neural Codes for One's Own Position and Direction in a Real-World Vista Environment"", 'Direct and indirect parieto-medial temporal pathways for spatial navigation in humans: evidence from resting-state functional connectivity', 'I can see where you would be: Patterns of fMRI activity reveal imagined landmarks', 'Functional Connectivity Between Posterior Hippocampus and Retrosplenial Complex Predicts Individual Differences in Navigational Ability', 'Resting-state connectivity and functional specialization in human medial parieto-occipital cortex', 'Distributed cognitive maps reflecting real distances between places and views in the human brain']"
491,"Hagoort, Peter","['Vanlangendonck, Flora']",['10.1016/j.neuropsychologia.2017.12.008'],"{'Vanlangendonck, Flora'}",['Distinguishable memory retrieval networks for collaboratively and non-collaboratively learned information']
492,"Rutishauser, Ueli","['Faraut, Mailys C. M.']",['10.1038/sdata.2018.10'],"{'Faraut, Mailys C. M.'}",['Dataset of human medial temporal lobe single neuron activity during declarative memory encoding and recognition']
493,"McClelland, James L.","['Kanayet, Frank J.']",['10.1162/jocn_a_01199'],"{'Kanayet, Frank J.'}",['Distinct Representations of Magnitude and Spatial Position within Parietal Cortex during Number-Space Mapping']
494,"Bunzeck, Nico","['Herweg, Nora A.', 'Herweg, Nora A.', 'Bauch, Eva M.']","['10.1523/JNEUROSCI.1315-17.2017', '10.1523/JNEUROSCI.3629-15.2016', '10.1002/hbm.22497']","{'Herweg, Nora A.', 'Bauch, Eva M.'}","['Retrieval Demands Adaptively Change Striatal Old/New Signals and Boost Subsequent Long-Term Memory', 'Theta-Alpha Oscillations Bind the Hippocampus, Prefrontal Cortex, and Striatum during Recollection: Evidence from Simultaneous EEG-fMRI', 'Pain Anticipation Recruits the Mesolimbic System and Differentially Modulates Subsequent Recognition Memory']"
495,"Guariglia, Cecilia","['Conson, Massimiliano', 'Boccia, Maddalena', 'Nemmi, Federico']","['10.1080/13803395.2018.1451493', '10.1007/s11065-014-9247-8', '10.1016/j.cortex.2011.11.016']","{'Nemmi, Federico', 'Boccia, Maddalena', 'Conson, Massimiliano'}","['Selective map-following navigation deficit: A new case of developmental topographical disorientation', 'Neuropsychology of Environmental Navigation in Humans: Review and Meta-Analysis of fMRI Studies in Healthy Participants', 'Landmark sequencing and route knowledge: An fMRI study']"
496,"Jovanovic, Tanja","['Stevens, Jennifer S.']",['10.1016/j.nicl.2017.11.016'],"{'Stevens, Jennifer S.'}",['Episodic memory after trauma exposure: Medial temporal lobe function is positively related to re-experiencing and inversely related to negative affect symptoms']
497,"Newell, Fiona N.","[""O'Callaghan, Georgia""]",['10.1163/22134808-00002604'],"{""O'Callaghan, Georgia""}",['Changes in Regional Brain Grey-Matter Volume Following Successful Completion of a Sensori-Motor Intervention Targeted at Healthy and Fall-Prone Older Adults']
498,"Hasson, U.","['Zadbood, A.']",['10.1093/cercor/bhx202'],"{'Zadbood, A.'}",['How We Transmit Memories to Other Brains: Constructing Shared Neural Representations Via Communication']
499,"Liu, Jia","['Kong, Xiang-Zhen', 'Kong, Xiang-zhen', 'Hao, Xin']","['10.1016/j.neuroimage.2017.07.031', '10.1093/cercor/bhv322', '10.1002/brb3.572']","{'Kong, Xiang-Zhen', 'Hao, Xin', 'Kong, Xiang-zhen'}","['Sex-linked association between cortical scene selectivity and navigational ability', 'Genetic Variation in S100B Modulates Neural Processing of Visual Scenes in Han Chinese', 'Structural and functional neural correlates of spatial navigation: a combined voxel-based morphometry and functional connectivity study']"
500,"Pomarol-Clotet, Edith","['Salgado-Pineda, Pilar']",['10.1016/j.neuroscience.2017.06.029'],"{'Salgado-Pineda, Pilar'}","['PATTERNS OF ACTIVATION AND DE-ACTIVATION ASSOCIATED WITH CUE-GUIDED SPATIAL NAVIGATION: A WHOLE-BRAIN, VOXEL-BASED STUDY']"
501,"Peelen, XMarius V.","['Brandman, Talia']",['10.1523/JNEUROSCI.0582-17.2017'],"{'Brandman, Talia'}",['Interaction between Scene and Object Processing Revealed by Human fMRI and MEG Decoding']
502,"Kuhl, Brice A.","['Chanales, Avi J. H.', 'Long, Nicole M.']","['10.1016/j.cub.2017.06.057', '10.1523/JNEUROSCI.1850-16.2016']","{'Long, Nicole M.', 'Chanales, Avi J. H.'}","['Overlap among Spatial Memories Triggers Repulsion of Hippocampal Representations', 'Hippocampal Mismatch Signals Are Modulated by the Strength of Neural Predictions and Their Similarity to Outcomes']"
503,"Davachi, Lila","['Danker, Jared F.', 'Vilberg, Kaia L.']","['10.1093/cercor/bhw146', '10.1016/j.neuron.2013.07.013']","{'Vilberg, Kaia L.', 'Danker, Jared F.'}","['Trial-by-Trial Hippocampal Encoding Activation Predicts the Fidelity of Cortical Reinstatement During Subsequent Retrieval', 'Perirhinal-Hippocampal Connectivity during Reactivation Is a Marker for Object-Based Memory Consolidation']"
504,"Ehrsson, H. Henrik","['Tacikowski, Pawel', 'Guterstam, Arvid', 'Guterstam, Arvid']","['10.1093/cercor/bhx004', '10.3389/fnhum.2015.00412', '10.1016/j.cub.2015.03.059']","{'Tacikowski, Pawel', 'Guterstam, Arvid'}","['Dissociating the Neural Basis of Conceptual Self-Awareness from Perceptual Awareness and Unaware Self-Processing', 'Decoding illusory self-location from activity in the human hippocampus', 'Posterior Cingulate Cortex Integrates the Senses of Self-Location and Body Ownership']"
505,"Barense, Morgan D.","['Yeung, Lok-Kin']",['10.1523/JNEUROSCI.3664-16.2017'],"{'Yeung, Lok-Kin'}",['Anterolateral Entorhinal Cortex Volume Predicted by Altered Intra-Item Configural Processing']
506,"Jackson, Graeme","['Tailby, Chris']",['10.1016/j.neuroimage.2017.02.088'],"{'Tailby, Chris'}",['The spatiotemporal substrates of autobiographical recollection: Using event-related ICA to study cognitive networks in action']
507,"Petrides, M.","['Huntgeburth, S. C.']",['10.1007/s00429-016-1293-y'],"{'Huntgeburth, S. C.'}",['Local morphology informs location of activation during navigation within the parahippocampal region of the human brain']
508,"Behrens, Timothy E. J.","['Garvert, Mona M.']",['10.7554/eLife.17086'],"{'Garvert, Mona M.'}",['A map of abstract relational knowledge in the human hippocampal-entorhinal cortex']
509,"Rissman, Jesse","['Westphal, Andrew J.']",['10.1523/JNEUROSCI.2509-16.2017'],"{'Westphal, Andrew J.'}",['Episodic Memory Retrieval Benefits from a Less Modular Brain Network Organization']
510,"McDermott, Kathleen B.","['Chen, Xhung-Yu']",['10.1523/JNEUROSCI.1534-16.2017'],"{'Chen, Xhung-Yu'}",['Are There Multiple Kinds of Episodic Memory? An fMRI Investigation Comparing Autobiographical and Recognition Memory Tasks']
511,"Li, Juan","['Zheng, Zhiwei']",['10.3389/fnhum.2017.00093'],"{'Zheng, Zhiwei'}",['Sex Matters: Hippocampal Volume Predicts Individual Differences in Associative Memory in Cognitively Normal Older Women but Not Men']
512,"Yang, Qing X.","['Karunanayaka, Prasanna R.']",['10.1002/hbm.23440'],"{'Karunanayaka, Prasanna R.'}",['Default Mode Network Deactivation During Odor-Visual Association']
513,"Turk-Browne, Nicholas B.","['Kim, Ghootae']",['10.1523/JNEUROSCI.3272-16.2017'],"{'Kim, Ghootae'}",['Neural Differentiation of Incorrectly Predicted Memories']
514,"Wiegrebe, Lutz","['Flanagin, Virginia L.']",['10.1523/JNEUROSCI.1566-12.2016'],"{'Flanagin, Virginia L.'}",['Human Exploration of Enclosed Spaces through Echolocation']
515,"Nosarti, Chiara","['Tseng, Chieh-En Jane']",['10.1002/hbm.23405'],"{'Tseng, Chieh-En Jane'}",['A multimodal imaging study of recognition memory in very preterm born adults']
516,"Ryan, Jennifer D.","['Liu, Zhong-Xu']",['10.1523/JNEUROSCI.2610-16.2017'],"{'Liu, Zhong-Xu'}",['Visual Sampling Predicts Hippocampal Activity']
517,,[],[],set(),[]
518,"Koenig, Peter","['Koenig, Sabine U.']",['10.1371/journal.pone.0166647'],"{'Koenig, Sabine U.'}",['Learning New Sensorimotor Contingencies: Effects of Long-Term Use of Sensory Augmentation on the Brain and Conscious Perception']
519,"van Wassenhove, Virginie","['Gauthier, Baptiste']",['10.1523/JNEUROSCI.1400-16.2016'],"{'Gauthier, Baptiste'}",['Time Is Not Space: Core Computations and Domain-Specific Networks for Mental Travels']
520,"Ishii, Shin","['Shikauchi, Yumi', 'Shikauchi, Yumi']","['10.1038/srep37599', '10.1038/srep17648']","{'Shikauchi, Yumi'}","['Robust encoding of scene anticipation during human spatial navigation', 'Decoding the view expectation during learned maze navigation from human fronto-parietal network']"
521,"Lacquaniti, Francesco","['Indovina, Iole', 'Indovina, Iole']","['10.1016/j.neuroimage.2016.07.008', '10.1016/j.neuroimage.2013.01.005']","{'Indovina, Iole'}","['Path integration in 3D from visual motion cues: A human fMRI study', 'Simulated self-motion in a visual gravity field: Sensitivity to vertical and horizontal heading in the human brain']"
522,"Zhou, Xinlin","['Wei, Wei']",['10.3389/fnhum.2016.00580'],"{'Wei, Wei'}",['Sex Differences in Gray Matter Volume of the Right Anterior Hippocampus Explain Sex Differences in Three-Dimensional Mental Rotation']
523,"Kessels, Roy P. C.","['Bergmann, Heiko C.']",['10.1007/s10339-016-0772-7'],"{'Bergmann, Heiko C.'}",['Neural substrates of successful working memory and long-term memory formation in a relational spatial memory task']
524,"Jednorog, Katarzyna","['Marchewka, Artur']",['10.3389/fnbeh.2016.00198'],"{'Marchewka, Artur'}",['Arousal Rather than Basic Emotions Influence Long-Term Recognition Memory in Humans']
525,"Badre, David","['Scimeca, Jason M.']",['10.1038/ncomms13061'],"{'Scimeca, Jason M.'}",['Striatal prediction errors support dynamic control of declarative memory decisions']
526,"Rosas, Herminia D.","['Nasr, Shahin']",['10.1523/JNEUROSCI.0741-16.2016'],"{'Nasr, Shahin'}",['Impact of Visual Corticostriatal Loop Disruption on Neural Processing within the Parahippocampal Place Area']
527,"Drevets, Wayne C.","['Young, Kymberly D.']",['10.1093/ijnp/pyw036'],"{'Young, Kymberly D.'}",['The Effect of Mineralocorticoid and Glucocorticoid Receptor Antagonism on Autobiographical Memory Recall and Amygdala Response to Implicit Emotional Stimuli']
528,"Thompson, James C.","['Wiener, Martin']",['10.1002/hbm.23232'],"{'Wiener, Martin'}",['Functional Correlates of Likelihood and Prior Representations in a Virtual Distance Task']
529,"Grady, Cheryl L.","['Saverino, Cristina', 'Keightley, Michelle L.', 'Spreng, R. Nathan']","['10.1162/jocn_a_00970', '10.1093/scan/nsq003', '10.1162/jocn.2009.21282']","{'Saverino, Cristina', 'Spreng, R. Nathan', 'Keightley, Michelle L.'}","['The Associative Memory Deficit in Aging Is Related to Reduced Selectivity of Brain Activity during Encoding', 'Neural correlates of recognition memory for emotional faces and scenes', 'Patterns of Brain Activity Supporting Autobiographical Memory, Prospection, and Theory of Mind, and Their Relationship to the Default Mode Network']"
